description_short,n_high_opportunities,total_partner_import_v,avg_market_penetration
"Jams, fruit jellies, marmalades, purees and pastes: of fruit",38,2051953.509,0.0
Glass: articles n.e.c. in chapter 70,38,3591648.4020000002,0.0
"Welding, brazing or soldering machines: parts of the machine",38,2794148.4450000003,0.0
"Isotopes (excluding those of heading no. 2844): compounds, i",38,2269395.521,0.0
"Ground-nuts: other than seed, not roasted or otherwise cooke",38,3691092.946,0.0
"Lenses: objective, (other than for cameras, projectors or ph",38,4262780.775,0.0
"Rubber: synthetic, halo-isobutene-isoprene rubber (CIIR or B",38,1810788.216,0.0
"Ethyl alcohol and other spirits: denatured, of any strength",38,4378510.716,0.0
Ignition or starting equipment: generators n.e.c. in heading,38,5662376.33,0.0
Radio navigational aid apparatus,38,9913835.902999999,0.0
"Radiators and parts thereof: for central heating, (not elect",38,1668289.868,0.0
Cereals: husked (brown) rice,38,2132534.181,0.0
"Textiles: made up articles (including dress patterns), n.e.c",38,12598285.005,0.0
"Plastics: builders' ware, doors, windows and their frames an",38,3857371.148,0.0
Optical appliances and instruments: parts and accessories fo,38,2566762.374,0.0
Pitch: obtained from coal tar or from other mineral tars,38,1839506.602,0.0
"Zinc: unwrought, (not alloyed), containing by weight less th",38,3362178.9220000003,0.0
"Fish fillets: frozen, salmon, Pacific (Oncorhynchus nerka, O",38,4270752.915,0.0
"Clothing accessories: belts and bandoliers, of leather or of",38,2103998.591,0.0
"Festive, carnival or other entertainment articles including ",38,3491877.652,0.0
"Swimwear: women's or girls', of synthetic fibres, knitted or",38,2968205.721,0.0
"Coats: women's or girls' overcoats, car-coats, capes, anorak",38,2610109.523,0.0
Sulphonamides,38,7835356.575,0.0
"Sugars: glucose and glucose syrup, not containing fructose o",38,2953704.197,0.0
"Paper articles: handkerchiefs, cleansing or facial tissues a",38,4369357.085,0.0
"Sugars: cane sugar, raw, in solid form, other than as specif",38,19877433.787,0.0
"Tools: for working in the hand, parts thereof for other than",38,1932355.557,0.0
Instruments and apparatus: for measuring or checking variabl,38,3298224.493,0.0
"Carpets and other textile floor coverings: tufted, of man-ma",38,2648117.398,0.0
"Printed matter: children's picture, drawing or colouring boo",38,1586682.94,0.0
"Garments and clothing accessories: babies', of cotton, knitt",38,4776882.056,0.0
"Furniture: wooden, other than for office, kitchen or bedroom",38,14249193.105,0.0
"Vegetables, leguminous: chickpeas (garbanzos), shelled, whet",38,1875998.6940000001,0.0
"Fruit, edible: lemons (Citrus limon, Citrus limonum), limes ",38,3626194.59,0.0
Vegetable saps and extracts: n.e.c. in item no. 1302.1,38,2968851.713,0.0
"Appliances: worn, carried or implanted in the body, to compe",38,11369184.629,0.0
"Medicaments: (not containing antibiotics, hormones, alkaloid",38,9876228.532,0.0
"Electrical apparatus: diodes, other than photosensitive or l",38,11141155.627,0.0
Units of automatic data processing machines: input or output,38,14030889.665,0.0
"Electrical apparatus: thyristors, diacs and triacs, other th",38,1494200.618,0.0
"Electrical capacitors: fixed, aluminium electrolytic",38,5602786.153,0.0
"Electrical capacitors: fixed, dielectric of paper or plastic",38,1859310.6490000002,0.0
"Electrical capacitors: fixed, n.e.c. in heading no. 8532",38,1821996.039,0.0
Semiconductor media: solid-state non-volatile storage device,38,30185800.259,0.0
Cotton: not carded or combed,37,16193560.254999999,0.0
Apparatus based on use of x-rays and similar: parts and acce,37,7239017.82,0.0
"Alcohols: saturated monohydric, methanol (methyl alcohol)",37,10182350.5,0.0
"Toxins, cultures of micro-organisms (excluding yeasts) and s",37,8318557.597999999,0.0
"Sugars: n.e.c. in heading no. 1702, including invert sugar a",37,2664171.708,0.0
"Steel, stainless: seamless, casing and tubing, of a kind use",37,2114105.8140000002,0.0
"Steel, stainless: bars and rods, hot-rolled, in irregularly ",37,1864980.423,0.0
Christmas festivity articles,37,5675366.178,0.0
"Cement, concrete or artificial stone: articles (other than p",37,4769950.706,0.0
Cement clinkers (whether or not coloured),37,2591764.254,0.0
Caseinates and other casein derivatives: casein glues,37,1652025.193,0.0
Vehicle parts: gear boxes and parts thereof,37,62609278.005,0.0
"Steel, alloy: flat-rolled, width 600mm or more, cold-rolled",37,3774401.524,0.0
"Transmission components: toothed wheels, chain sprockets and",37,10318504.34,0.0
Transmission shafts (including cam shafts and crank shafts) ,37,11596614.671,0.0
Boilers: parts of central heating boilers (excluding those o,37,2351687.415,0.0
"Bed linen: of cotton, printed, not knitted or crocheted",37,1603825.5,0.0
"Vegetables, brassica: edible, n.e.c. in heading no. 0704, fr",37,1401345.438,0.0
Seat: parts,37,32284819.612999998,0.0
Insulated electric conductors: ignition wiring sets and othe,37,50929855.654,0.0
Plastics: tableware and kitchenware,37,9774428.112,0.0
Nickel: articles thereof n.e.c. in item no. 7508.1,37,2996748.649,0.0
"Electrical resistors: variable, including rheostats and pote",37,3261017.014,0.0
Electronic integrated circuits: amplifiers,37,15534719.193,0.0
Electric motors: of an output not exceeding 37.5W,37,14100260.265,0.0
"Printed matter: books, brochures, leaflets and similar print",37,6239894.331,0.0
Hearing aids (excluding parts and accessories),37,6675458.904,0.0
"Printing machinery: parts and accessories, n.e.c. in item no",37,29949063.838,0.0
"Machinery: for filtering or purifying gases, other than inta",37,24174912.868,0.0
Ignition or starting equipment: distributors and ignition co,37,1879932.104,0.0
"Dresses: women's or girls', of artificial fibres, knitted or",37,1625803.581,0.0
Ignition or starting equipment: starter motors and dual purp,37,4845836.737,0.0
Dental instruments and appliances: other than dental drill e,37,5468336.103,0.0
Railway or tramway rolling stock: parts n.e.c. in heading no,37,4744323.573,0.0
"Electrical resistors: fixed, for a power handling capacity n",37,4497241.247,0.0
"Food preparations: sweet biscuits, whether or not containing",37,4158133.636,0.0
"Metals: platinum, semi-manufactured",37,4511384.603,0.0
"Flowers, cut: flowers and buds of a kind suitable for bouque",37,3426191.344,0.0
"Instruments, appliances and machines: parts and accessories ",37,8697410.129,0.0
"Metal: precious or metal clad with precious metal, other tha",36,7666347.015000001,0.0
Electronic integrated circuits: n.e.c. in heading no. 8542,36,254150968.90399998,0.0
"Metals: gold, semi-manufactured",36,114560687.79699999,0.0
"Engines: hydraulic power engines and motors, linear acting (",36,6746530.563999999,0.0
"Bearings: parts, balls, needles and rollers",36,1515745.456,0.0
Washing machines: parts for household or laundry-type,36,1662455.682,0.0
"Paper and paperboard: corrugated, whether or not perforated,",36,1473918.257,0.0
Uncoated paper and paperboard (not 4801 or 4803): over 10% b,36,2803240.321,0.0
Halogenated olefin polymers: fluoro-polymers (other than pol,36,3654199.205,0.0
"Pebbles, gravel, broken or crushed stone: of a kind commonly",36,2315797.543,0.0
"Stones: rubies, sapphires and emeralds, worked (other than s",36,6967895.462,0.0
"Lighting or visual signalling equipment: electrical, of a ki",36,19649984.704,0.0
"Sugar confectionery: (excluding chewing gum, including white",36,6785640.447,0.0
"Paper and paperboard: trays, dishes, plates, cups and the li",36,2932462.816,0.0
"Steroidal hormones, their derivatives and structural analogu",36,2337873.974,0.0
"Mowers: lawn, parks or sports-grounds, powered, with the cut",36,5309218.093,0.0
Aluminium: waste and scrap,36,19146473.498,0.0
"Medical, surgical instruments and appliances: tubular metal ",36,3534093.769,0.0
"Nickel: unwrought, not alloyed",36,14734949.08,0.0
"Vegetable preparations: tomatoes, whole or in pieces, prepar",36,2011897.8830000001,0.0
"Meat: of swine, n.e.c. in item no. 0203.1, fresh or chilled",36,11503535.827,0.0
"Ceramic wares: for laboratory, chemical or other technical u",36,4545247.549,0.0
"Nucleic acids and their salts, other heterocyclic compounds,",36,19235422.457,0.0
"Cereals: wheat and meslin, durum wheat, other than seed",36,13566223.886,0.0
"Vehicle parts: drive-axles with differential, whether or not",36,30144982.796,0.0
Glands and other organs: heparin and its salts: other human ,36,3265789.969,0.0
"Fruit, edible: cranberries, bilberries and other fruits of t",36,5428350.7129999995,0.0
"Games: articles for funfair, table or parlour games, includi",36,3722419.269,0.0
"Electrical apparatus: plugs and sockets, for a voltage not e",36,14159061.201000001,0.0
Chocolate & other food preparations containing cocoa: in blo,36,4868888.232,0.0
Chromium ores and concentrates,36,5476633.847999999,0.0
Optical elements: n.e.c. in heading no. 9002 (e.g. prisms an,36,3312504.17,0.0
"Ferrous waste and scrap: turnings, shavings, chips, milling ",36,3560536.736,0.0
Ferro-alloys: ferro-molybdenum,36,3768432.704,0.0
"Pulleys and flywheels, including pulley blocks",36,4786023.356,0.0
"Electric generating sets: wind-powered, (excluding those wit",36,6893395.445,0.0
"Rubber: new pneumatic tyres, of a kind used on motor cars (i",36,21356183.559,0.0
Acids: saturated acyclic monocarboxylic acids: acetic acid,36,1932522.297,0.0
"Electric motors and generators: DC, of an output not exceedi",36,13325274.297,0.0
Crystals: mounted piezo-electric,36,6751555.807,0.0
"Seats: with wooden frames, upholstered, (excluding medical, ",36,16617341.703,0.0
"Heterocyclic compounds: with oxygen hetero-atom(s) only, no ",36,4205275.773,0.0
Air conditioning machines: comprising a motor driven fan and,36,2313828.002,0.0
"Medical, surgical instruments and appliances: syringes, with",35,5854014.647,0.0
Silicon: containing by weight less than 99.99% of silicon,35,3819149.935,0.0
"Radioactive elements, isotopes, compounds, n.e.c. in heading",35,2292831.723,0.0
"Lead: unwrought, refined",35,4793287.817,0.0
Turbines: parts of turbo-jets and turbo-propellers,35,71591469.639,0.0
Aeroplanes and other aircraft: of an unladen weight not exce,35,1672887.4379999998,0.0
Glass: rear-view mirrors for vehicles,35,4076250.014,0.0
Iron ores and concentrates: agglomerated (excluding roasted ,35,19854133.713,0.0
Organic derivatives of hydrazine or of hydroxylamine,35,1792489.888,0.0
"Cotton yarn: (not sewing thread), single, of combed fibres, ",35,1644683.7859999998,0.0
"Fish fillets: frozen, tunas (of the genus Thunnus), skipjack",35,1881819.847,0.0
"Vehicles: parts of bodies, safety seat belts",35,3128727.661,0.0
"Locks: of a kind used for motor vehicles (key, combination o",35,3261783.7199999997,0.0
"Vegetables: tomatoes, fresh or chilled",35,9927964.078,0.0
Animal products: n.e.c. in chapter 5,35,2369959.491,0.0
"Food preparations: pasta, stuffed (with meat or other substa",35,2052842.287,0.0
Meters and counters: parts and accessories for revolution an,35,1394932.327,0.0
"Rubber: unvulcanised, compounded with carbon black or silica",35,3870188.167,0.0
"Fish meat, excluding fillets, whether or not minced: frozen,",35,1722243.315,0.0
"Plants, live: n.e.c. in heading no. 0602",35,8191612.704,0.0
"Electrical capacitors: fixed, ceramic dielectric, multilayer",35,18889110.148,0.0
"Vehicle parts: brakes, servo-brakes and parts thereof",35,28794605.979,0.0
"Cereals: grain sorghum, other than seed",35,2272579.8649999998,0.0
"Copper: foil, backed with paper, paperboard, plastics or sim",35,2512757.143,0.0
"Jackets and blazers: men's or boys', of wool or fine animal ",35,1512111.71,0.0
Reception and transmission apparatus: for use with the appar,35,39885189.972,0.0
Acids: aromatic polycarboxylic acids: terephthalic acid and ,35,7645722.586,0.0
"Dresses: women's or girls', of synthetic fibres, knitted or ",35,4534003.76,0.0
"Electrical apparatus: n.e.c. in heading no. 8536, for switch",35,31055400.742,0.0
"Wood: in the rough, whether or not stripped of bark or sapwo",35,2758967.106,0.0
Containers: (including containers for transport of fluids) s,35,4355655.71,0.0
Weaving machines (looms): for weaving fabrics of a width exc,35,1728290.604,0.0
"Nightdresses and pyjamas: women's or girls', of man-made fib",35,1884761.8360000001,0.0
"Heaters: instantaneous or storage water heaters, non-electri",35,2534412.652,0.0
"Bed linen: of man-made fibres (not printed, knitted or croch",35,1608578.196,0.0
"Offal, edible: of swine, (other than livers), frozen",34,3867126.428,0.0
"Oil seeds: sesamum seeds, whether or not broken",34,4045149.943,0.0
"Vegetables, brassica: cauliflowers and headed broccoli, fres",34,1348672.867,0.0
Electrical apparatus: parts suitable for use solely or princ,34,31792843.974999998,0.0
"Machinery: parts of the machines of heading no. 8477, n.e.c.",34,5896581.85,0.0
"Track suits and other garments n.e.c.: men's or boys', of ma",34,2550832.908,0.0
"Vegetables, leguminous: lentils, shelled, whether or not ski",34,4454064.659,0.0
"Mattresses: of cellular rubber or plastics, whether or not c",34,2784814.259,0.0
Vehicle parts: safety airbags with inflater system: parts th,34,10650555.728,0.0
"Electrical apparatus: parts for diodes, transistors and simi",34,7157977.796,0.0
"Printed matter: trade advertising material, commercial catal",34,2112534.701,0.0
"Alcohols: acyclic, diols: ethylene glycol (ethanediol)",34,7810780.704,0.0
Electrical parts of machinery or apparatus: n.e.c. in chapte,34,3453699.25,0.0
Copper: copper-zinc base alloys (brass) unwrought,34,584788.926,0.0
Heterocyclic compounds: containing a pyrimidine ring (whethe,34,19997031.196000002,0.0
"Plastics: fittings for furniture, coachwork or the like",34,4502517.665,0.0
"Instruments, appliances and machines: for measuring or check",34,18939353.656,0.0
"Wine: still, in containers holding 2 litres or less",34,21847610.85,0.0
Printed matter: n.e.c. in heading no. 4911,34,3097582.082,0.0
"Hats and other headgear: knitted or crocheted, or made up fr",34,6101209.285,0.0
"Instruments, apparatus for measuring, checking electrical qu",34,8862646.422,0.0
Aircraft and spacecraft: under-carriages and parts thereof,34,6677026.668,0.0
"Fruit, edible: strawberries, fresh",34,3609021.908,0.0
"Sound recording or reproducing apparatus: using magnetic, op",34,2171401.614,0.0
"Medical, surgical instruments and appliances: electro-diagno",34,12535889.925999999,0.0
"Medicaments: containing hormones (excluding insulin), (but n",34,3624300.2709999997,0.0
"Paper or paperboard: waste and scrap, of paper or paperboard",34,1070211.846,0.0
Ferro-alloys: ferro-niobium,34,3330870.868,0.0
"Tricycles, scooters, pedal cars and similar wheeled toys: do",34,36416323.81,0.0
"Coats: women's or girls', overcoats, raincoats, car-coats, c",34,2240527.168,0.0
Drying machines: of a dry linen capacity exceeding 10kg,34,2195119.428,0.0
"Dresses: women's or girls', of textile materials n.e.c. in i",34,1997285.04,0.0
"Vegetable preparations: vegetables, fruit, nuts and other ed",33,1543958.946,0.0
"Iron or non-alloy steel: bars and rods, forged, hot-rolled, ",33,1920596.721,0.0
Navigational instruments and appliances: parts and accessori,33,1581467.06,0.0
Salts of oxometallic or peroxometallic acids: n.e.c. in head,33,9332173.553000001,0.0
Nitrile-function compounds: acrylonitrile,33,1967508.789,0.0
"Domestic appliances: non-electric, (other than cookers and p",33,1911311.401,0.0
Molybdenum ores and concentrates: roasted,33,5095654.38,0.0
"Fruit, edible: avocados, fresh or dried",33,7110275.908,0.0
Vegetables: uncooked or cooked by steaming or boiling in wat,33,3830839.26,0.0
Graphite: artificial,33,2414644.091,0.0
Aircraft and spacecraft: propellers and rotors and parts the,33,1573766.162,0.0
"T-shirts, singlets and other vests: of cotton, knitted or cr",33,21666911.332000002,0.0
"Electronic integrated circuits: processors and controllers, ",33,223998997.894,0.0
Vehicle parts: silencers (mufflers) and exhaust pipes: parts,33,9077786.964,0.0
"Oil seeds: low erucic acid rape or colza seeds, whether or n",33,14682995.377999999,0.0
"Oils, essential: n.e.c. in heading no. 3301 (terpeneless or ",33,1600974.774,0.0
"Fish preparations: tunas, skipjack and Atlantic bonito (sard",33,5832123.434,0.0
"Ferro-alloys: ferro-chromium, containing by weight more than",33,10035262.929000001,0.0
"Cocoa: butter, fat and oil",33,4264111.467,0.0
"Jewellery: of silver, whether or not plated or clad with oth",33,7440687.462,0.0
"Leather: further prepared after tanning or crusting, incl. p",33,995570.388,0.0
Ignition or starting equipment: parts of the equipment of he,33,2859442.878,0.0
Golf equipment: other than clubs and balls,32,2376588.26,0.0
"Glass: cast glass and rolled glass, non-wired sheets, (exclu",32,3455642.8510000003,0.0
Microscopes (excluding optical microscopes): diffraction app,32,3568917.635,0.0
Golf clubs: complete,32,2098382.428,0.0
"Fruit, edible: guavas, mangoes and mangosteens, fresh or dri",32,3424588.705,0.0
"Aromatic hydrocarbon mixtures: n.e.c. in heading no. 2707, o",32,9452924.992,0.0
"Stones: precious or semi-precious stones (natural, synthetic",32,1462639.956,0.0
Instruments and apparatus: for measuring or checking semicon,32,6205624.228,0.0
Industrial monocarboxylic fatty acids: acid oils from refini,32,6309022.507999999,0.0
"Acyclic hydrocarbons: unsaturated, n.e.c. in heading no. 290",32,3169318.722,0.0
"Mountings, fittings and similar articles: for motor vehicles",32,7099482.135,0.0
"Garments: women's or girls', n.e.c. in item no. 6210.3, of t",32,2247075.688,0.0
"Fish fillets: frozen, of fish n.e.c. in heading 0304.8",32,2428458.733,0.0
"Vehicle parts: steering wheels, steering columns and steerin",32,19348000.232,0.0
Iron: non-alloy pig iron containing by weight 0.5% or less o,32,4470681.076,0.0
"Wrist-watches: (not electrically operated), (not automatic w",32,3333403.009,0.0
"Fish: fresh or chilled, n.e.c. in heading 0302, excluding fi",32,1698740.94,0.0
"Fish: smoked, whether or not cooked before or during smoking",32,2189468.196,0.0
Iron or steel: articles n.e.c.in heading 7326,32,36491879.826000005,0.0
"Fruit, nuts and other edible parts of plants: prepared or pr",32,1955809.119,0.0
"Petroleum gases and other gaseous hydrocarbons: liquefied, p",32,38904091.291,0.0
"Waste and scrap of primary cells, primary batteries and elec",31,1883187.194,0.0
"Juice: apple, of a Brix value exceeding 20, unfermented, not",31,1826828.203,0.0
"Wine: still, in containers holding more than 2 litres",31,3147857.7199999997,0.0
"Meat: of swine, carcasses and half-carcasses, fresh or chill",31,2929636.788,0.0
"Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fr",31,2919260.989,0.0
Gold compounds,31,1923121.87,0.0
Vegetable products: n.e.c. in chapter 14,31,830445.7,0.0
"Meat: of bovine animals, carcasses and half-carcasses, fresh",31,2488585.234,0.0
"Fruit, edible: pineapples, fresh or dried",31,2502043.949,0.0
"Fruit, edible: raspberries, blackberries, mulberries, and lo",31,2679788.385,0.0
"Wood: for fuel, sawdust and wood waste and scrap, whether or",31,6151868.11,0.0
"Sculptures and statuary: original, in any material",31,4513483.272,0.0
"Ferrous products: obtained by direct reduction of iron ore, ",31,4534874.431,0.0
"Newspapers, journals and periodicals: whether or not illustr",31,1818784.455,0.0
"Fertilizers, mineral or chemical: nitrogenous, mixtures of u",31,968981.5279999999,0.0
"Footwear: n.e.c. in heading no. 6403, with outer soles and u",31,1601983.1400000001,0.0
"Sands: natural, silica and quartz sands, whether or not colo",31,1133622.431,0.0
Starch: manioc (cassava),31,2884867.157,0.0
"Chemical elements: doped for use in electronics, in the form",31,21230654.262,0.0
"Shirts: men's or boys', of man-made fibres, knitted or croch",31,2757619.484,0.0
"Diamonds: non-industrial, unworked or simply sawn, cleaved o",31,31904459.69,0.0
Cereals: rice in the husk (paddy or rough),31,1985463.439,0.0
"Nuts, edible: hazelnuts or filberts (corylus spp.), fresh or",30,1611340.017,0.0
"Vegetables, leguminous: beans of the species vigna mungo (l.",30,1970351.347,0.0
"Fish: frozen, skipjack or stripe-bellied bonito, excluding f",30,1793088.19,0.0
"Vegetables: cucumbers and gherkins, fresh or chilled",30,3618836.007,0.0
Vegetables: fruits of the genus capsicum or of the genus pim,30,5728615.188,0.0
"Fruit, edible: watermelons, fresh",30,1821488.972,0.0
Titanium ores and concentrates,30,3601575.338,0.0
Juice: of any single fruit or vegetable n.e.c. in heading no,30,2669818.1859999998,0.0
Honey: natural,30,1735578.627,0.0
"Fish: frozen, cod (Gadus morhua, Gadus ogac, Gadus macroceph",30,1764213.899,0.0
"Thermometers and pyrometers: (other than liquid filled, for ",30,2582861.2139999997,0.0
Fuel elements (cartridges): non-irradiated,30,3385936.944,0.0
Vehicle parts: suspension systems and parts thereof (includi,30,18275733.793,0.0
"Engines: parts, suitable for use solely or principally with ",30,22207998.544999998,0.0
Lasers: other than laser diodes,30,6282046.575,0.0
"Petroleum gases and other gaseous hydrocarbons: liquefied, b",30,8194126.39,0.0
Stones: precious (other than diamonds) and semi-precious sto,30,3399490.191,0.0
"Fish fillets: fresh or chilled, salmon, Pacific (Oncorhynchu",30,6167444.584000001,0.0
"Flours, meals and pellets: of fish or of crustaceans, mollus",30,6084364.408,0.0
Cobalt oxides and hydroxides: commercial cobalt oxides,30,4646361.461999999,0.0
"Copper: refined, unwrought, n.e.c. in item no. 7403.1",30,1443038.303,0.0
"Rubber: vulcanised (other than hard rubber), gaskets, washer",30,5643175.181,0.0
"Vegetable fats and oils and their fractions: fixed, n.e.c. i",30,2192083.255,0.0
"Apparel: articles of apparel, of leather or of composition l",30,1859070.845,0.0
"Vegetable preparations: olives, prepared or preserved otherw",30,1934633.599,0.0
"Candles, tapers and the like",30,3002990.014,0.0
Copper: waste and scrap,30,15096420.594,0.0
Meters: speed indicators and tachometers: stroboscopes,29,5059148.924000001,0.0
"Fertilizers, mineral or chemical: nitrogenous, urea, whether",29,7478666.048,0.0
"Petroleum gases and other gaseous hydrocarbons: liquefied, e",29,2052421.308,0.0
"Waters: including mineral and aerated, containing added suga",29,5315404.561,0.0
"Diamonds: industrial, unworked or simply sawn, cleaved or br",29,2099563.438,0.0
"Vegetables: lettuce (lactuca sativa), (other than cabbage le",29,1595372.568,0.0
"Wood: for fuel, in chips or particles, non-coniferous, wheth",29,5170721.617,0.0
"Fruit, edible: fruit and nuts n.e.c. in heading no. 0811, un",29,3926956.061,0.0
"Printed matter: pictures, designs and photographs, n.e.c. in",29,1624679.112,0.0
Silicon: containing by weight not less than 99.99% of silico,29,4518760.02,0.0
"Wigs, false beards, eyebrows and eyelashes, switches and the",28,1718474.63,0.0
Plastics: other articles n.e.c. in chapter 39,28,37472016.435,0.0
Optical instruments and appliances: for inspecting semicondu,28,7766466.845,0.0
Metals: silver powder,28,1923621.6330000001,0.0
"Optical elements: polarising material, sheets and plates the",28,4590028.657,0.0
Iron ores and concentrates: non-agglomerated,28,32931852.77,0.0
"Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",28,2354146.228,0.0
"Metals: platinum, unwrought or in powder form",28,13096531.415000001,0.0
"Fruit, edible: cherries, other than sour cherries (Prunus ce",28,4366798.51,0.0
Tallow: other than those of heading 1503,28,2284212.151,0.0
"Metals: rhodium, unwrought or in powder form",28,10226769.565,0.0
"Crustaceans: frozen, shrimps and prawns, excluding cold-wate",28,17957874.505,0.0
"Wood: windows, French-windows and their frames",28,2310598.689,0.0
"Cocoa beans: whole or broken, raw or roasted",28,9576975.101,0.0
Iron or steel: threaded screws and bolts n.e.c. in item no. ,28,11774384.923,0.0
Zirconium ores and concentrates,28,1726791.975,0.0
Vegetable oils: palm kernel or babassu oil and their fractio,28,2406630.072,0.0
Heterocyclic compounds: lactams: other than 6-hexanelactam (,27,39118728.535,0.0
Iodine,27,2187209.192,0.0
"Acyclic hydrocarbons: unsaturated, buta-1,3-diene and isopre",27,1952209.344,0.0
"Waste and scrap of precious metals: of gold, including metal",27,14371728.166000001,0.0
Plants and parts (including seeds and fruits) n.e.c. in head,27,2718246.179,0.0
"Cotton yarn: (not sewing thread), single, of uncombed fibres",27,3233702.738,0.0
Instruments and apparatus: for measuring or checking pressur,27,7120342.182,0.0
"Wood pulp: chemical wood pulp, dissolving grades",27,6488623.402,0.0
Copper ores and concentrates,27,98125583.236,0.0
"Acyclic hydrocarbons: unsaturated, ethylene",27,6379876.484,0.0
Wood pulp: obtained by a combination of mechanical and chemi,27,1982927.0890000002,0.0
"Metals: silver, unwrought, (but not powder)",27,21082622.378,0.0
Oils: petroleum oils and oils obtained from bituminous miner,27,236628448.979,0.0
Valves: for oleohydraulic or pneumatic transmissions,27,8367033.905,0.0
"Vegetable oils: palm oil and its fractions, crude, not chemi",27,12522798.962,0.0
Magnetic media: other than cards incorporating a magnetic st,27,2264434.683,0.0
"Manganese ores and concentrates, including ferruginous manga",27,6850906.706,0.0
"Fruit, edible: melons, other than watermelons, fresh",26,1396229.441,0.0
Vehicle parts and accessories: n.e.c. in heading no. 8708,26,50685427.991,0.0
"Compounds, inorganic or organic (excluding cerium), of rare-",26,3455565.9810000006,0.0
Precious metal ores and concentrates: (excluding silver),26,11397629.495000001,0.0
"Lead: unwrought, unrefined, not containing by weight antimon",26,1638890.742,0.0
Carbonates: lithium carbonate,26,8461530.729,0.0
"Meat: of swine, hams, shoulders and cuts thereof, with bone ",26,5685580.334,0.0
"Dresses: women's or girls', of synthetic fibres (not knitted",26,5039727.211,0.0
Iron or steel (excluding cast iron): casing and tubing of a ,26,2247496.214,0.0
Floating or submersible drilling or production platforms,25,10503260.647,0.0
"Steel, stainless: semi-finished products, other than of rect",25,2043519.5520000001,0.0
"Food preparations: bakers' wares n.e.c. in heading no. 1605,",25,20462384.645999998,0.0
Antiques: of an age exceeding one hundred years,25,2135371.156,0.0
"Vegetables: pumpkins, squash and gourds (Cucurbita spp.), fr",25,1257902.926,0.0
"Vegetable oils: olive oil and its fractions, other than virg",25,831927.959,0.0
"Juice: orange, not frozen, of a Brix value not exceeding 20,",25,1760928.608,0.0
Ferrous waste and scrap: of stainless steel,25,8433402.502,0.0
Unsaturated chlorinated derivatives of acyclic hydrocarbons:,25,3060288.038,0.0
"Forage products including swedes, mangolds, fodder roots, ha",25,2983239.811,0.0
Aluminium ores and concentrates,25,10190661.006000001,0.0
Parts of electronic integrated circuits,25,19253714.015,0.0
Ammonia: anhydrous,25,5476089.762,0.0
Waste and scrap of precious metals: waste and scrap of preci,24,8031176.824,0.0
Animal or vegetable fats and oils and their fractions: oxidi,24,9589564.375,0.0
Cosmetic and toilet preparations: n.e.c. in heading no. 3304,24,31581738.064,0.0
"Fruit, edible: durians, fresh",24,7319166.15,0.0
"Paper or paperboard: waste and scrap, of unbleached kraft pa",24,3157059.159,0.0
"Lignite: whether or not pulverised, but not agglomerated, ex",24,11190708.809999999,0.0
Amine-function compounds: aromatic monoamines and their deri,24,1512859.464,0.0
"Hides and skins: raw, whole, of bovine or equine animals, of",24,2398415.466,0.0
"Fish fillets: frozen, Alaska pollack (Theraga chalcogramma)",24,1750893.146,0.0
Silver ores and concentrates,24,2757564.415,0.0
"Fish fillets: frozen, cod (Gadus morhua, Gadus ogac, Gadus m",24,2073064.8229999999,0.0
Oils and products of the distillation of high temperature co,24,3005156.188,0.0
"Spices: fruits of the genus Capsicum or Pimenta, dried, neit",23,1848381.8390000002,0.0
"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers: with ",23,1974667.281,0.0
Machines and apparatus of heading 8486: parts and accessorie,23,27712187.425,0.0
"Juice: orange, not frozen, of a Brix value exceeding 20, unf",23,895088.997,0.0
"Vegetable roots and tubers: manioc (cassava), with high star",23,3076496.683,0.0
"Sugars: cane sugar, raw, in solid form, as specified in Subh",23,2706922.31,0.0
"Steel, alloy: semi-finished products",22,3888092.518,0.0
Cyclic hydrocarbons: p-xylene,22,15610446.824,0.0
"Vegetable oils: olive oil and its fractions, virgin, whether",21,3860007.817,0.0
"Petroleum oils and oils from bituminous minerals, not crude:",21,207002129.685,0.0
"Waters: other than mineral and aerated, (not containing adde",21,1321805.827,0.0
"Horses: live, other than pure-bred breeding animals",21,2223414.7539999997,0.0
Zinc ores and concentrates,20,9749451.422,0.0
"Crustaceans: not frozen, crabs, whether in shell or not, smo",20,2537379.06,0.0
Mineral substances: n.e.c. in chapter 25,20,1347972.3190000001,0.0
"Base metals, silver or gold, clad with platinum: not further",19,1878216.439,0.0
"Molluscs: octopus (Octopus spp.), frozen, dried, salted, in ",19,1115027.528,0.0
"Crustaceans: not frozen, lobsters (Homarus spp.), whether in",19,1615658.079,0.0
Waste and scrap of precious metal or of metal clad with prec,19,1984851.304,0.0
Molybdenum ores and concentrates: other than roasted,19,3964092.79,0.0
"Photographic plates and film: exposed and developed, (other ",19,1696615.717,0.0
"Pumps: fuel, lubricating or cooling medium pumps for interna",19,4754293.16,0.0
"Metals: iridium, osmium, ruthenium, unwrought or in powder f",18,1957507.103,0.0
Lead ores and concentrates,18,5930811.343,0.0
"Uranium: enriched in U235, plutonium, their compounds, alloy",18,8914514.256000001,0.0
Ferro-alloys: ferro-nickel,18,18653619.303,0.0
