rank,year,forecast_horizon,country_name,iso3,j,k,description_short,forecasted_value,latest_historical_demand,latest_alg_export_v,predicted_growth_abs,predicted_growth_pct,global_demand_rank,rca,market_penetration,low_market_penetration_score,forecast_opportunity_score,model_used,is_hydrocarbon,forecast_scope,reason_or_interpretation
350,2025,2,China,CHN,156,880330,Aircraft and spacecraft: parts of aeroplanes or helicopters ,3287908.7865888686,2190773.436,0.0,1097135.3505888688,50.07981804782432,0.992590878106846,0.0095718381935744,0.0,1.0,0.4832681554092733,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
351,2025,2,Spain,ESP,724,880330,Aircraft and spacecraft: parts of aeroplanes or helicopters ,3512000.084518553,2351087.688,0.0,1160912.3965185531,49.3776732549736,0.992590878106846,0.0095718381935744,0.0,1.0,0.4830034456584366,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
352,2024,1,Japan,JPN,392,880240,Aeroplanes and other aircraft: of an unladen weight exceedin,3401869.730629552,2583418.102,0.0,818451.6286295517,31.680958958827944,0.9962475370752832,,0.0,1.0,0.4829208079084999,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
353,2026,3,Switzerland,CHE,757,711319,Jewellery: of precious metal (excluding silver) whether or n,12319915.664316008,9422968.587,153.588,2896947.0773160085,30.743465295137025,0.9956701698697406,0.0006646792296253,1.6299322085387316e-05,0.9999837006779146,0.4824344466406957,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
354,2024,1,India,IND,699,880240,Aeroplanes and other aircraft: of an unladen weight exceedin,10476276.262372008,9278965.03,0.0,1197311.2323720085,12.903499781505356,0.9962475370752832,,0.0,1.0,0.4820156417057269,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
355,2024,1,China,CHN,156,710813,"Metals: gold, semi-manufactured",21377720.227618337,20851267.293,0.0,526452.934618339,2.524800661852697,0.9960550813401025,0.0084721537461233,0.0,1.0,0.48136375963667843,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
356,2024,1,Italy,ITA,380,870421,Vehicles: compression-ignition internal combustion piston en,3762095.466332881,2458991.227,0.0,1303104.2393328808,52.99344808654256,0.9933607010475696,5.4398730230638e-05,0.0,1.0,0.4813274231955571,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
357,2026,3,United Kingdom,GBR,826,401110,"Rubber: new pneumatic tyres, of a kind used on motor cars (i",2341472.606730642,2096799.497,55.306,244673.10973064185,11.668884415544184,0.9881643961976851,0.0849139570672046,2.6376389387315844e-05,0.9999736236106127,0.48124509267507054,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, relatively strong Algeria RCA signal, low current Algerian market penetration."
358,2025,2,Germany,DEU,276,841191,Turbines: parts of turbo-jets and turbo-propellers,8770026.661854725,7602104.722999999,0.0,1167921.938854726,15.36313930695014,0.9927833338420268,0.0457660488944353,0.0,1.0,0.48088790213572014,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
359,2024,1,France,FRA,251,841191,Turbines: parts of turbo-jets and turbo-propellers,3348072.1909342697,2594631.828,8387.438,753440.3629342695,29.03843060905632,0.9927833338420268,0.0457660488944353,0.0032326120066388,0.9967673879933612,0.47984538605286425,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
360,2026,3,Singapore,SGP,702,854231,"Electronic integrated circuits: processors and controllers, ",27564337.023348305,30944193.1,0.0,-3379856.076651696,-10.92242433250488,0.998941917367816,0.0014564602011438,0.0,1.0,0.47942645663455513,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
361,2025,2,"Other Asia, nes",S19,490,854232,Electronic integrated circuits: memories,19407429.085507467,21974724.356,0.0,-2567295.270492532,-11.682946411073203,0.9972098157511878,,0.0,1.0,0.4791288791484807,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
362,2024,1,Singapore,SGP,702,841191,Turbines: parts of turbo-jets and turbo-propellers,4563474.357444599,3644173.816,0.0,919300.5414445992,25.226583249359454,0.9927833338420268,0.0457660488944353,0.0,1.0,0.4785633298494199,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
363,2024,1,United Kingdom,GBR,826,841112,Turbo-jets: of a thrust exceeding 25kN,4830616.848542709,3721242.984,0.0,1109373.8645427087,29.811916859839982,0.9941305239882932,0.0352056209127276,0.0,1.0,0.478003759722916,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
364,2025,2,Singapore,SGP,702,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,27732547.756431144,31298268.378,0.0,-3565720.621568855,-11.392708946400534,0.998557005897454,0.0001545718456304,0.0,1.0,0.47774241359457154,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
365,2025,2,United Kingdom,GBR,826,851712,Telephones for cellular networks or for other wireless netwo,13961552.124457274,11305056.035,0.0,2656496.089457273,23.49830094811444,0.9993268288381778,0.0006325295349067,0.0,1.0,0.47656871425370756,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
366,2026,3,Germany,DEU,276,854140,"Electrical apparatus: photosensitive, including photovoltaic",7859744.731996232,5611287.358999999,0.0,2248457.3729962325,40.070258911084096,0.994707891193836,2.6114010762027728e-05,0.0,1.0,0.4765383876978601,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
367,2026,3,France,FRA,251,853710,"Boards, panels, consoles, desks and other bases: for electri",3662042.5611840487,2454544.651,141.595,1207497.9101840486,49.19437540857547,0.9935531567827506,0.0034796814384586,5.768687073682409e-05,0.9999423131292632,0.47647195460014197,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
368,2024,1,China,CHN,156,841112,Turbo-jets: of a thrust exceeding 25kN,10324836.15470411,9000058.86,0.0,1324777.2947041113,14.719651452414071,0.9941305239882932,0.0352056209127276,0.0,1.0,0.4761813940403068,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
369,2026,3,Netherlands,NLD,528,300210,"Blood, human or animal, antisera, other blood fractions and ",12510118.72034531,9843005.516,0.058,2667113.20434531,27.096532659763977,0.9981720944270924,6.864140758500904e-07,5.8925091432408385e-09,0.9999999941074909,0.47522024201544355,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
370,2025,2,United Kingdom,GBR,826,401110,"Rubber: new pneumatic tyres, of a kind used on motor cars (i",2283217.99066002,2096799.497,55.306,186418.4936600197,8.890620868935649,0.9881643961976851,0.0849139570672046,2.6376389387315844e-05,0.9999736236106127,0.4748034338641871,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, relatively strong Algeria RCA signal, low current Algerian market penetration."
371,2025,2,Italy,ITA,380,880330,Aircraft and spacecraft: parts of aeroplanes or helicopters ,1918503.3134825493,1280965.986,0.0,637537.3274825492,49.770043424287245,0.992590878106846,0.0095718381935744,0.0,1.0,0.47476969426465016,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
372,2024,1,United Kingdom,GBR,826,841191,Turbines: parts of turbo-jets and turbo-propellers,8929456.811598737,7970160.239,0.0,959296.5725987368,12.036101456337818,0.9927833338420268,0.0457660488944353,0.0,1.0,0.4744822072874289,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
373,2025,2,USA,USA,842,870899,Vehicle parts and accessories: n.e.c. in heading no. 8708,18743166.20364157,16972017.729,0.0,1771148.4746415727,10.435697763944829,0.9954777141345597,0.0002118524922768,0.0,1.0,0.4738761906262834,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
374,2025,2,Netherlands,NLD,528,401110,"Rubber: new pneumatic tyres, of a kind used on motor cars (i",1986695.9473774384,1819842.351,0.0,166853.5963774384,9.168574205658675,0.9881643961976851,0.0849139570672046,0.0,1.0,0.4737232364382326,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, relatively strong Algeria RCA signal, low current Algerian market penetration."
375,2025,2,Germany,DEU,276,880330,Aircraft and spacecraft: parts of aeroplanes or helicopters ,12360484.583754366,10159052.115,0.0,2201432.468754366,21.66966409694775,0.992590878106846,0.0095718381935744,0.0,1.0,0.4725883226133709,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
376,2025,2,Germany,DEU,276,853710,"Boards, panels, consoles, desks and other bases: for electri",13487559.713844044,11063109.12,152.183,2424450.593844043,21.9147309092441,0.9935531567827506,0.0034796814384586,1.375589794417575e-05,0.9999862441020558,0.4725783822867539,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
377,2025,2,Germany,DEU,276,841112,Turbo-jets: of a thrust exceeding 25kN,5764431.078939253,4617571.843,0.0,1146859.2359392531,24.836846614045268,0.9941305239882932,0.0352056209127276,0.0,1.0,0.4723948131153198,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
378,2026,3,USA,USA,842,870840,Vehicle parts: gear boxes and parts thereof,14547215.812747778,12109161.933,0.0,2438053.879747778,20.133960494025363,0.9922059666364842,9.192471266073504e-06,0.0,1.0,0.4703559080313094,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
379,2024,1,USA,USA,842,841112,Turbo-jets: of a thrust exceeding 25kN,10194323.14153742,9082489.077,0.0,1111834.0645374209,12.241512817813003,0.9941305239882932,0.0352056209127276,0.0,1.0,0.4699871888516819,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
380,2025,2,France,FRA,251,841112,Turbo-jets: of a thrust exceeding 25kN,5974961.11444903,4855194.632999999,785.748,1119766.4814490303,23.063266585404268,0.9941305239882932,0.0352056209127276,0.0001618365605076,0.9998381634394924,0.4696886228303449,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
381,2025,2,France,FRA,251,300210,"Blood, human or animal, antisera, other blood fractions and ",13908454.005848829,11502781.949,0.35,2405672.056848828,20.913828215773197,0.9981720944270924,6.864140758500904e-07,3.0427421953384714e-08,0.9999999695725781,0.46960756792913716,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
382,2026,3,"China, Hong Kong SAR",HKG,344,841191,Turbines: parts of turbo-jets and turbo-propellers,7631741.029136721,6764314.314,0.0,867426.7151367208,12.823571981884708,0.9927833338420268,0.0457660488944353,0.0,1.0,0.46880571631590745,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
383,2024,1,France,FRA,251,880240,Aeroplanes and other aircraft: of an unladen weight exceedin,2754377.9960649027,2170841.825,0.0,583536.1710649026,26.88063977507447,0.9962475370752832,,0.0,1.0,0.46866917994802076,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
384,2024,1,Singapore,SGP,702,841112,Turbo-jets: of a thrust exceeding 25kN,8928409.986889428,7768950.381,0.0,1159459.6058894277,14.92427611231808,0.9941305239882932,0.0352056209127276,0.0,1.0,0.4686597944103734,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
385,2025,2,Brazil,BRA,76,841191,Turbines: parts of turbo-jets and turbo-propellers,3923138.088659995,3208805.077,0.0,714333.0116599947,22.26165175255345,0.9927833338420268,0.0457660488944353,0.0,1.0,0.4683883742339386,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
386,2026,3,Viet Nam,VNM,704,901380,"Optical devices, appliances and instruments: n.e.c. in headi",356398.0401285824,248848.921,0.0,107549.1191285824,43.21863992674591,0.8755777911168537,,0.0,1.0,0.46677182758580815,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
